InvoiceNo,StockCode,Qty,InvoiceDate,CustomerID,Country
543370,22411,998,2/7/2011 14:51,12359,Cyprus
543370,22652,956,2/7/2011 14:51,12359,Cyprus
543370,22659,886,2/7/2011 14:51,12359,Cyprus
543370,22776,275,2/7/2011 14:51,12359,Cyprus
543370,22900,798,2/7/2011 14:51,12359,Cyprus
543370,22840,582,2/7/2011 14:51,12359,Cyprus
543370,22845,272,2/7/2011 14:51,12359,Cyprus
543370,22636,297,2/7/2011 14:51,12359,Cyprus
543370,21790,794,2/7/2011 14:51,12359,Cyprus
543370,22623,54,2/7/2011 14:51,12359,Cyprus
543370,22192,558,2/7/2011 14:51,12359,Cyprus
543370,22193,615,2/7/2011 14:51,12359,Cyprus
543370,21931,950,2/7/2011 14:51,12359,Cyprus
543370,22626,149,2/7/2011 14:51,12359,Cyprus
543370,22963,158,2/7/2011 14:51,12359,Cyprus
543370,22567,990,2/7/2011 14:51,12359,Cyprus
555477,23049,67,6/3/2011 12:26,12359,Cyprus
555477,23052,69,6/3/2011 12:26,12359,Cyprus
555477,23053,949,6/3/2011 12:26,12359,Cyprus
555477,23176,728,6/3/2011 12:26,12359,Cyprus
555477,23208,708,6/3/2011 12:26,12359,Cyprus
555477,21770,563,6/3/2011 12:26,12359,Cyprus
555477,22991,661,6/3/2011 12:26,12359,Cyprus
555477,22652,71,6/3/2011 12:26,12359,Cyprus
555477,23201,662,6/3/2011 12:26,12359,Cyprus
555477,23284,159,6/3/2011 12:26,12359,Cyprus
555477,23175,213,6/3/2011 12:26,12359,Cyprus
555477,23172,850,6/3/2011 12:26,12359,Cyprus
555477,23171,944,6/3/2011 12:26,12359,Cyprus
555477,82484,465,6/3/2011 12:26,12359,Cyprus
571034,22487,433,10/13/2011 12:47,12359,Cyprus
571034,82484,577,10/13/2011 12:47,12359,Cyprus
571034,21523,550,10/13/2011 12:47,12359,Cyprus
571034,22690,826,10/13/2011 12:47,12359,Cyprus
571034,22626,921,10/13/2011 12:47,12359,Cyprus
571034,22725,69,10/13/2011 12:47,12359,Cyprus
571034,23346,338,10/13/2011 12:47,12359,Cyprus
571034,23345,144,10/13/2011 12:47,12359,Cyprus
571034,21931,193,10/13/2011 12:47,12359,Cyprus
571034,23237,907,10/13/2011 12:47,12359,Cyprus
571034,23238,61,10/13/2011 12:47,12359,Cyprus
571034,21166,382,10/13/2011 12:47,12359,Cyprus
571034,23200,895,10/13/2011 12:47,12359,Cyprus
571034,23390,753,10/13/2011 12:47,12359,Cyprus
571034,23284,567,10/13/2011 12:47,12359,Cyprus
571034,23175,131,10/13/2011 12:47,12359,Cyprus
571034,23172,352,10/13/2011 12:47,12359,Cyprus
571034,23171,169,10/13/2011 12:47,12359,Cyprus
571034,23493,563,10/13/2011 12:47,12359,Cyprus
554132,21989,454,5/23/2011 9:43,12360,Austria
554132,23007,356,5/23/2011 9:43,12360,Austria
554132,23010,849,5/23/2011 9:43,12360,Austria
554132,23008,166,5/23/2011 9:43,12360,Austria
554132,22431,126,5/23/2011 9:43,12360,Austria
554132,21561,516,5/23/2011 9:43,12360,Austria
554132,22693,781,5/23/2011 9:43,12360,Austria
554132,22621,440,5/23/2011 9:43,12360,Austria
554132,23159,807,5/23/2011 9:43,12360,Austria
554132,21988,384,5/23/2011 9:43,12360,Austria
554132,21987,951,5/23/2011 9:43,12360,Austria
554132,20677,64,5/23/2011 9:43,12360,Austria
554132,21244,525,5/23/2011 9:43,12360,Austria
554132,21240,667,5/23/2011 9:43,12360,Austria
563749,21578,197,8/19/2011 10:10,12360,Austria
563749,21561,96,8/19/2011 10:10,12360,Austria
563749,23008,119,8/19/2011 10:10,12360,Austria
563749,23286,182,8/19/2011 10:10,12360,Austria
563749,23285,87,8/19/2011 10:10,12360,Austria
563749,23287,365,8/19/2011 10:10,12360,Austria
563749,21244,492,8/19/2011 10:10,12360,Austria
563749,20674,256,8/19/2011 10:10,12360,Austria
563749,20677,916,8/19/2011 10:10,12360,Austria
563749,20675,405,8/19/2011 10:10,12360,Austria
563749,21929,578,8/19/2011 10:10,12360,Austria
563749,20713,914,8/19/2011 10:10,12360,Austria
571705,22752,941,10/18/2011 15:22,12360,Austria
571705,22909,424,10/18/2011 15:22,12360,Austria
571705,22144,50,10/18/2011 15:22,12360,Austria
571705,22940,229,10/18/2011 15:22,12360,Austria
571705,22571,723,10/18/2011 15:22,12360,Austria
571705,22273,154,10/18/2011 15:22,12360,Austria
571705,23008,147,10/18/2011 15:22,12360,Austria
571705,21239,342,10/18/2011 15:22,12360,Austria
571705,21240,822,10/18/2011 15:22,12360,Austria
544203,22431,334,2/17/2011 10:30,12362,Belgium
544203,22432,634,2/17/2011 10:30,12362,Belgium
544203,21746,890,2/17/2011 10:30,12362,Belgium
544203,22273,377,2/17/2011 10:30,12362,Belgium
544203,21561,182,2/17/2011 10:30,12362,Belgium
551346,22613,292,4/28/2011 9:12,12362,Belgium
551346,23208,754,4/28/2011 9:12,12362,Belgium
551346,21561,987,4/28/2011 9:12,12362,Belgium
551346,21918,204,4/28/2011 9:12,12362,Belgium
551346,37495,641,4/28/2011 9:12,12362,Belgium
551346,47591,150,4/28/2011 9:12,12362,Belgium
559295,22776,691,7/7/2011 12:32,12362,Belgium
559295,21671,293,7/7/2011 12:32,12362,Belgium
559295,22712,209,7/7/2011 12:32,12362,Belgium
563037,23345,635,8/11/2011 15:02,12362,Belgium
563037,23346,658,8/11/2011 15:02,12362,Belgium
563037,20981,540,8/11/2011 15:02,12362,Belgium
563037,21249,850,8/11/2011 15:02,12362,Belgium
563037,21981,752,8/11/2011 15:02,12362,Belgium
563037,22659,82,8/11/2011 15:02,12362,Belgium
563037,23291,905,8/11/2011 15:02,12362,Belgium
563037,23289,95,8/11/2011 15:02,12362,Belgium
568651,21535,638,9/28/2011 12:04,12362,Belgium
568651,21533,240,9/28/2011 12:04,12362,Belgium
568651,23175,617,9/28/2011 12:04,12362,Belgium
568651,22637,578,9/28/2011 12:04,12362,Belgium
568651,23388,123,9/28/2011 12:04,12362,Belgium
568651,23389,166,9/28/2011 12:04,12362,Belgium
568651,20679,741,9/28/2011 12:04,12362,Belgium
570667,21561,197,10/11/2011 14:33,12362,Belgium
570667,23208,499,10/11/2011 14:33,12362,Belgium
570667,22659,537,10/11/2011 14:33,12362,Belgium
572887,20679,508,10/26/2011 13:47,12362,Belgium
572887,22725,852,10/26/2011 13:47,12362,Belgium
572887,21577,440,10/26/2011 13:47,12362,Belgium
572887,22192,549,10/26/2011 13:47,12362,Belgium
572887,22193,170,10/26/2011 13:47,12362,Belgium
572887,22892,600,10/26/2011 13:47,12362,Belgium
572887,23010,815,10/26/2011 13:47,12362,Belgium
572887,23008,124,10/26/2011 13:47,12362,Belgium
572887,23007,342,10/26/2011 13:47,12362,Belgium
573173,23319,705,10/28/2011 10:10,12362,Belgium
573173,22750,681,10/28/2011 10:10,12362,Belgium
573173,21485,360,10/28/2011 10:10,12362,Belgium
573173,22940,53,10/28/2011 10:10,12362,Belgium
573173,22580,356,10/28/2011 10:10,12362,Belgium
574329,22900,104,11/4/2011 9:07,12362,Belgium
574329,22659,954,11/4/2011 9:07,12362,Belgium
574329,23247,78,11/4/2011 9:07,12362,Belgium
574329,23319,499,11/4/2011 9:07,12362,Belgium
580979,23238,155,12/6/2011 15:40,12362,Belgium
580979,23237,513,12/6/2011 15:40,12362,Belgium
580979,23244,484,12/6/2011 15:40,12362,Belgium
580979,23389,456,12/6/2011 15:40,12362,Belgium
580979,23390,600,12/6/2011 15:40,12362,Belgium
580979,21931,150,12/6/2011 15:40,12362,Belgium
580979,22549,496,12/6/2011 15:40,12362,Belgium
580979,23569,752,12/6/2011 15:40,12362,Belgium
549687,21974,481,4/11/2011 13:29,12363,Unspecified
549687,21124,955,4/11/2011 13:29,12363,Unspecified
563947,22952,213,8/22/2011 10:18,12363,Unspecified
563854,22668,205,8/19/2011 15:24,12364,Belgium
563854,22992,372,8/19/2011 15:24,12364,Belgium
563854,23308,347,8/19/2011 15:24,12364,Belgium
563854,20977,609,8/19/2011 15:24,12364,Belgium
563854,21124,392,8/19/2011 15:24,12364,Belgium
563854,22437,833,8/19/2011 15:24,12364,Belgium
563854,21987,676,8/19/2011 15:24,12364,Belgium
563854,21989,666,8/19/2011 15:24,12364,Belgium
563854,21988,540,8/19/2011 15:24,12364,Belgium
563854,20979,893,8/19/2011 15:24,12364,Belgium
573401,21988,898,10/30/2011 15:43,12364,Belgium
573401,21989,285,10/30/2011 15:43,12364,Belgium
573401,21987,512,10/30/2011 15:43,12364,Belgium
573401,22437,470,10/30/2011 15:43,12364,Belgium
573401,22613,903,10/30/2011 15:43,12364,Belgium
573401,22992,615,10/30/2011 15:43,12364,Belgium
580152,21499,519,12/2/2011 10:22,12364,Belgium
580152,21500,520,12/2/2011 10:22,12364,Belgium
580152,21498,873,12/2/2011 10:22,12364,Belgium
580152,22704,899,12/2/2011 10:22,12364,Belgium
580152,22045,895,12/2/2011 10:22,12364,Belgium
580152,16161,73,12/2/2011 10:22,12364,Belgium
580152,22613,730,12/2/2011 10:22,12364,Belgium
580152,22712,144,12/2/2011 10:22,12364,Belgium
580152,22716,998,12/2/2011 10:22,12364,Belgium
544574,22585,649,2/21/2011 13:51,12365,Cyprus
544574,84987,369,2/21/2011 13:51,12365,Cyprus
544574,21974,920,2/21/2011 13:51,12365,Cyprus
580716,21770,630,12/5/2011 16:48,12367,Denmark
580716,22045,222,12/5/2011 16:48,12367,Denmark
538826,22804,334,12/14/2010 12:58,12370,Cyprus
538826,21733,439,12/14/2010 12:58,12370,Cyprus
538826,22749,298,12/14/2010 12:58,12370,Cyprus
538826,22749,223,12/14/2010 12:58,12370,Cyprus
538826,22150,215,12/14/2010 12:58,12370,Cyprus
538826,22746,654,12/14/2010 12:58,12370,Cyprus
538826,22745,59,12/14/2010 12:58,12370,Cyprus
538826,22747,403,12/14/2010 12:58,12370,Cyprus
546236,37495,559,3/10/2011 12:48,12370,Cyprus
546236,22273,466,3/10/2011 12:48,12370,Cyprus
546236,22271,158,3/10/2011 12:48,12370,Cyprus
546236,22749,121,3/10/2011 12:48,12370,Cyprus
546236,22750,352,3/10/2011 12:48,12370,Cyprus
571905,22466,199,10/19/2011 14:51,12370,Cyprus
571905,22571,635,10/19/2011 14:51,12370,Cyprus
570521,23158,217,10/11/2011 10:43,12371,Switzerland
570521,23159,232,10/11/2011 10:43,12371,Switzerland
570521,22745,360,10/11/2011 10:43,12371,Switzerland
570521,21485,596,10/11/2011 10:43,12371,Switzerland
570521,22111,251,10/11/2011 10:43,12371,Switzerland
570521,20727,285,10/11/2011 10:43,12371,Switzerland
570521,22398,570,10/11/2011 10:43,12371,Switzerland
544157,22659,433,2/16/2011 12:46,12372,Denmark
544157,21452,936,2/16/2011 12:46,12372,Denmark
544157,22539,418,2/16/2011 12:46,12372,Denmark
544157,22544,689,2/16/2011 12:46,12372,Denmark
544157,22540,548,2/16/2011 12:46,12372,Denmark
544157,21791,894,2/16/2011 12:46,12372,Denmark
544157,22550,482,2/16/2011 12:46,12372,Denmark
544157,21578,116,2/16/2011 12:46,12372,Denmark
544157,21577,391,2/16/2011 12:46,12372,Denmark
552731,16161,82,5/11/2011 10:43,12372,Denmark
552731,22045,371,5/11/2011 10:43,12372,Denmark
552731,22704,299,5/11/2011 10:43,12372,Denmark
552731,22329,490,5/11/2011 10:43,12372,Denmark
568872,22659,133,9/29/2011 12:12,12372,Denmark
568872,23244,987,9/29/2011 12:12,12372,Denmark
568872,22550,469,9/29/2011 12:12,12372,Denmark
542887,20713,524,2/1/2011 13:10,12373,Austria
542887,21931,420,2/1/2011 13:10,12373,Austria
576345,22734,540,11/14/2011 15:37,12374,Austria
576345,22144,443,11/14/2011 15:37,12374,Austria
576345,21485,630,11/14/2011 15:37,12374,Austria
576345,22112,353,11/14/2011 15:37,12374,Austria
576345,22956,389,11/14/2011 15:37,12374,Austria
576345,23353,381,11/14/2011 15:37,12374,Austria
565333,23200,690,9/2/2011 14:23,12375,Finland
565333,20713,879,9/2/2011 14:23,12375,Finland
565333,21929,725,9/2/2011 14:23,12375,Finland
579281,23200,310,11/29/2011 10:36,12375,Finland
539488,22112,855,12/20/2010 9:37,12377,Switzerland
539488,22540,928,12/20/2010 9:37,12377,Switzerland
539488,22544,439,12/20/2010 9:37,12377,Switzerland
539488,22539,690,12/20/2010 9:37,12377,Switzerland
539488,22659,842,12/20/2010 9:37,12377,Switzerland
539488,22037,775,12/20/2010 9:37,12377,Switzerland
539488,22730,666,12/20/2010 9:37,12377,Switzerland
539488,22725,679,12/20/2010 9:37,12377,Switzerland
539488,22729,291,12/20/2010 9:37,12377,Switzerland
539488,22302,985,12/20/2010 9:37,12377,Switzerland
542586,37495,947,1/28/2011 15:45,12377,Switzerland
542586,21561,215,1/28/2011 15:45,12377,Switzerland
542586,22037,614,1/28/2011 15:45,12377,Switzerland
542586,22716,504,1/28/2011 15:45,12377,Switzerland
542586,21680,179,1/28/2011 15:45,12377,Switzerland
542586,22540,355,1/28/2011 15:45,12377,Switzerland
542586,22544,284,1/28/2011 15:45,12377,Switzerland
542586,22539,294,1/28/2011 15:45,12377,Switzerland
542586,22746,208,1/28/2011 15:45,12377,Switzerland
562046,22747,590,8/2/2011 10:34,12378,Switzerland
562046,22746,297,8/2/2011 10:34,12378,Switzerland
562046,22550,178,8/2/2011 10:34,12378,Switzerland
562046,22619,909,8/2/2011 10:34,12378,Switzerland
562046,23229,675,8/2/2011 10:34,12378,Switzerland
562046,47599,599,8/2/2011 10:34,12378,Switzerland
562046,23319,815,8/2/2011 10:34,12378,Switzerland
562046,22957,323,8/2/2011 10:34,12378,Switzerland
562046,22729,315,8/2/2011 10:34,12378,Switzerland
562046,22435,687,8/2/2011 10:34,12378,Switzerland
562046,47559,728,8/2/2011 10:34,12378,Switzerland
562046,21154,621,8/2/2011 10:34,12378,Switzerland
562046,84378,368,8/2/2011 10:34,12378,Switzerland
562046,84380,706,8/2/2011 10:34,12378,Switzerland
562046,22964,251,8/2/2011 10:34,12378,Switzerland
562046,21561,841,8/2/2011 10:34,12378,Switzerland
562046,22628,303,8/2/2011 10:34,12378,Switzerland
562046,22329,526,8/2/2011 10:34,12378,Switzerland
562046,22659,881,8/2/2011 10:34,12378,Switzerland
562046,23207,639,8/2/2011 10:34,12378,Switzerland
562046,47591,336,8/2/2011 10:34,12378,Switzerland
562046,22840,221,8/2/2011 10:34,12378,Switzerland
562046,21988,581,8/2/2011 10:34,12378,Switzerland
562046,21987,509,8/2/2011 10:34,12378,Switzerland
562046,21989,730,8/2/2011 10:34,12378,Switzerland
562046,21244,900,8/2/2011 10:34,12378,Switzerland
562046,21243,709,8/2/2011 10:34,12378,Switzerland
562046,23285,729,8/2/2011 10:34,12378,Switzerland
562046,23286,157,8/2/2011 10:34,12378,Switzerland
562046,23287,409,8/2/2011 10:34,12378,Switzerland
562046,21240,590,8/2/2011 10:34,12378,Switzerland
562046,21239,524,8/2/2011 10:34,12378,Switzerland
562046,23346,547,8/2/2011 10:34,12378,Switzerland
562046,20674,580,8/2/2011 10:34,12378,Switzerland
562046,20675,880,8/2/2011 10:34,12378,Switzerland
562046,20677,600,8/2/2011 10:34,12378,Switzerland
562046,84988,658,8/2/2011 10:34,12378,Switzerland
562046,84987,347,8/2/2011 10:34,12378,Switzerland
562046,22585,589,8/2/2011 10:34,12378,Switzerland
562046,23231,118,8/2/2011 10:34,12378,Switzerland
562046,16161,820,8/2/2011 10:34,12378,Switzerland
562046,22692,720,8/2/2011 10:34,12378,Switzerland
562046,48138,238,8/2/2011 10:34,12378,Switzerland
562046,22431,846,8/2/2011 10:34,12378,Switzerland
562046,22432,542,8/2/2011 10:34,12378,Switzerland
562046,22693,555,8/2/2011 10:34,12378,Switzerland
562046,22271,236,8/2/2011 10:34,12378,Switzerland
562046,22273,177,8/2/2011 10:34,12378,Switzerland
562046,21668,954,8/2/2011 10:34,12378,Switzerland
562046,21671,485,8/2/2011 10:34,12378,Switzerland
562046,21672,311,8/2/2011 10:34,12378,Switzerland
562046,21981,197,8/2/2011 10:34,12378,Switzerland
562046,23159,923,8/2/2011 10:34,12378,Switzerland
562046,23176,583,8/2/2011 10:34,12378,Switzerland
562046,23077,57,8/2/2011 10:34,12378,Switzerland
562046,22745,507,8/2/2011 10:34,12378,Switzerland
557789,20674,821,6/22/2011 16:32,12379,Belgium
557789,22302,628,6/22/2011 16:32,12379,Belgium
557789,23238,856,6/22/2011 16:32,12379,Belgium
557789,22659,396,6/22/2011 16:32,12379,Belgium
557789,22619,537,6/22/2011 16:32,12379,Belgium
567196,23208,996,9/19/2011 10:09,12379,Belgium
555739,22379,403,6/7/2011 9:49,12380,Belgium
555739,22386,276,6/7/2011 9:49,12380,Belgium
555739,20723,238,6/7/2011 9:49,12380,Belgium
555739,21578,861,6/7/2011 9:49,12380,Belgium
555739,22398,257,6/7/2011 9:49,12380,Belgium
567928,21931,871,9/22/2011 17:31,12380,Belgium
567928,20713,715,9/22/2011 17:31,12380,Belgium
567928,22386,502,9/22/2011 17:31,12380,Belgium
567928,23201,389,9/22/2011 17:31,12380,Belgium
567928,21429,62,9/22/2011 17:31,12380,Belgium
567928,22668,736,9/22/2011 17:31,12380,Belgium
567928,22628,892,9/22/2011 17:31,12380,Belgium
567928,21883,565,9/22/2011 17:31,12380,Belgium
567928,21452,683,9/22/2011 17:31,12380,Belgium
571187,23237,510,10/14/2011 11:39,12380,Belgium
571187,22759,97,10/14/2011 11:39,12380,Belgium
571187,22628,500,10/14/2011 11:39,12380,Belgium
571187,22435,321,10/14/2011 11:39,12380,Belgium
577180,22668,585,11/18/2011 11:27,12380,Belgium
577180,22628,974,11/18/2011 11:27,12380,Belgium
577180,22329,124,11/18/2011 11:27,12380,Belgium
577180,23207,839,11/18/2011 11:27,12380,Belgium
577180,21931,569,11/18/2011 11:27,12380,Belgium
563100,22635,703,8/12/2011 9:57,12381,Norway
563100,22634,495,8/12/2011 9:57,12381,Norway
563100,22894,867,8/12/2011 9:57,12381,Norway
563100,22621,846,8/12/2011 9:57,12381,Norway
563100,21791,906,8/12/2011 9:57,12381,Norway
563100,21912,644,8/12/2011 9:57,12381,Norway
563100,22418,243,8/12/2011 9:57,12381,Norway
563100,84380,441,8/12/2011 9:57,12381,Norway
563100,23346,940,8/12/2011 9:57,12381,Norway
563100,23345,578,8/12/2011 9:57,12381,Norway
563100,23319,471,8/12/2011 9:57,12381,Norway
563100,22979,591,8/12/2011 9:57,12381,Norway
563100,23308,439,8/12/2011 9:57,12381,Norway
563100,22964,729,8/12/2011 9:57,12381,Norway
563100,21249,675,8/12/2011 9:57,12381,Norway
563100,23297,784,8/12/2011 9:57,12381,Norway
574694,22964,988,11/6/2011 13:36,12381,Norway
574694,84380,776,11/6/2011 13:36,12381,Norway
574694,22466,678,11/6/2011 13:36,12381,Norway
574694,22952,489,11/6/2011 13:36,12381,Norway
539840,21124,531,12/22/2010 14:28,12383,Belgium
539840,21918,368,12/22/2010 14:28,12383,Belgium
539840,22539,321,12/22/2010 14:28,12383,Belgium
539840,22544,366,12/22/2010 14:28,12383,Belgium
539840,22540,650,12/22/2010 14:28,12383,Belgium
539840,22489,333,12/22/2010 14:28,12383,Belgium
539840,84692,131,12/22/2010 14:28,12383,Belgium
539840,21975,962,12/22/2010 14:28,12383,Belgium
539840,21987,306,12/22/2010 14:28,12383,Belgium
539840,21988,259,12/22/2010 14:28,12383,Belgium
539840,21989,250,12/22/2010 14:28,12383,Belgium
540971,22540,777,1/12/2011 14:10,12383,Belgium
540971,22544,898,1/12/2011 14:10,12383,Belgium
540971,22489,119,1/12/2011 14:10,12383,Belgium
540971,21218,133,1/12/2011 14:10,12383,Belgium
540971,20677,353,1/12/2011 14:10,12383,Belgium
540971,20675,95,1/12/2011 14:10,12383,Belgium
540971,21244,991,1/12/2011 14:10,12383,Belgium
540971,21243,998,1/12/2011 14:10,12383,Belgium
540971,21240,651,1/12/2011 14:10,12383,Belgium
540971,21239,349,1/12/2011 14:10,12383,Belgium
546434,22487,852,3/14/2011 8:41,12383,Belgium
550284,22716,602,4/15/2011 14:10,12383,Belgium
550284,22894,665,4/15/2011 14:10,12383,Belgium
550284,22487,198,4/15/2011 14:10,12383,Belgium
555928,22487,694,6/8/2011 8:02,12383,Belgium
562882,22628,819,8/10/2011 11:23,12384,Switzerland
562882,22215,396,8/10/2011 11:23,12384,Switzerland
562882,84279,209,8/10/2011 11:23,12384,Switzerland
